,Company,Product Type,Production Year,Greenhouse Gas Emissions,Pollutants Emitted,Water Consumption,Energy Consumption,Waste Generation,Sales Revenue
3389,Urban Outfitters,Tencel,2019,2776,20,6803,946,301,466161
3390,Urban Outfitters,Microfiber,2022,3519,24,7516,705,251,478010
3391,Adidas,Organic Cotton,2018,3564,12,7436,936,300,461128
3392,Forever 21,Polyester,2020,4735,9,4757,854,161,529572
3393,Zara,Wool,2022,2199,12,6361,945,314,483836
3394,Adidas,Organic Cotton,2022,3648,24,6474,1198,171,578257
3395,Zara,Polyester,2018,1977,14,6902,1295,315,509546
3396,Urban Outfitters,Nylon,2021,2997,14,7447,1048,246,597475
3397,Nike,Linen,2018,4818,20,7972,1314,229,420644
3398,Urban Outfitters,Viscose,2022,2968,16,4001,992,349,510211
3399,Adidas,Recycled Poly,2019,2478,21,6666,1342,269,542021
3400,Forever 21,Nylon,2020,4515,21,5186,1151,337,495481
3401,Adidas,Linen,2018,2768,18,7870,1475,240,471330
3402,Forever 21,Nylon,2018,5497,24,5752,1130,332,532200
3403,Nike,Polyester,2020,3248,24,6654,1477,257,437536
3404,Adidas,Polyester,2022,3111,11,7364,1417,315,504188
3405,Urban Outfitters,Tencel,2018,5132,11,7265,1438,309,435695
3406,Adidas,Recycled Poly,2019,2367,12,5600,1189,310,563417
3407,Urban Outfitters,Polyester,2021,5714,22,4837,1043,212,455516
3408,Adidas,Cotton,2021,2808,20,6399,859,168,456191
3409,Urban Outfitters,Wool,2022,4130,25,5505,1124,206,550542
3410,Zara,Nylon,2020,3047,18,4788,722,160,427580
3411,Adidas,Linen,2020,3812,13,7578,949,329,439175
3412,Adidas,Recycled Poly,2020,5382,20,6455,1374,310,551649
3413,Urban Outfitters,Microfiber,2022,3509,13,7976,1190,343,560344
3414,Nike,Nylon,2021,3452,24,5690,1050,295,438763
3415,Nike,Cotton,2022,2942,10,4386,800,349,492034
3416,Zara,Microfiber,2020,3140,22,5609,999,197,533005
3417,Urban Outfitters,Cotton,2020,2321,13,5998,887,221,502817
3418,Nike,Cotton,2019,5805,20,6755,1101,230,521162
3419,Forever 21,Linen,2021,3931,25,5807,1223,225,574319
3420,Urban Outfitters,Recycled Poly,2019,4082,18,6900,1076,180,425683
3421,Nike,Microfiber,2019,4379,9,7926,1123,298,453977
3422,Forever 21,Microfiber,2020,4938,19,7517,812,186,596204
3423,Zara,Microfiber,2019,5464,22,6912,1204,195,576572
3424,Adidas,Organic Cotton,2018,5411,15,5054,1401,218,456302
3425,Zara,Recycled Poly,2022,2703,18,5790,1372,245,421145
3426,Adidas,Recycled Poly,2019,4197,24,5890,1263,326,595146
3427,Zara,Synthetic Blend,2020,5836,23,7514,840,245,450465
3428,Forever 21,Synthetic Blend,2018,5559,9,4833,935,316,580160
3429,Forever 21,Recycled Poly,2018,4197,23,6275,1396,186,483705
3430,Adidas,Linen,2019,2259,17,5297,765,333,523470
3431,Urban Outfitters,Microfiber,2021,1896,21,4807,1116,311,477595
3432,Adidas,Tencel,2021,3442,9,4462,768,185,459727
3433,Zara,Polyester,2022,4193,25,7760,974,182,521632
3434,Nike,Tencel,2019,3476,15,5732,1162,322,571062
3435,Urban Outfitters,Polyester,2022,3163,21,6042,1441,339,587283
3436,Zara,Cotton,2021,1871,19,6621,1393,214,579013
3437,Nike,Microfiber,2022,2890,9,6303,1079,257,493382
3438,Forever 21,Polyester,2018,3338,13,5071,1336,244,444531
3439,Forever 21,Cotton,2020,2208,9,4317,810,234,496486
3440,Urban Outfitters,Nylon,2021,4626,25,6930,1407,331,588370
3441,Zara,Tencel,2018,3575,25,7005,1221,297,587489
3442,Zara,Synthetic Blend,2020,2358,10,5154,762,219,483436
3443,Zara,Organic Cotton,2021,4953,25,5392,777,325,475987
3444,Nike,Cotton,2022,2644,17,6109,1361,205,545124
3445,Nike,Linen,2020,4685,25,4204,901,160,583699
3446,Zara,Nylon,2021,4403,21,5154,1158,178,547679
3447,Urban Outfitters,Tencel,2020,2095,11,7940,1322,159,460571
3448,Urban Outfitters,Wool,2018,5116,25,6842,1272,315,473531
3449,Urban Outfitters,Nylon,2021,2565,12,5498,1228,249,531225
3450,Forever 21,Microfiber,2018,2497,24,7385,1094,262,513388
3451,Forever 21,Tencel,2019,3431,14,5695,767,271,430927
3452,Nike,Polyester,2020,3498,20,4776,961,241,588722
3453,Forever 21,Nylon,2022,4648,22,5340,1150,330,459308
3454,Forever 21,Organic Cotton,2019,4787,16,5013,1292,317,575521
3455,Forever 21,Recycled Poly,2020,3104,21,5639,1375,186,444710
3456,Urban Outfitters,Linen,2020,2154,11,6790,1038,288,490171
3457,Urban Outfitters,Microfiber,2022,5772,15,4017,1495,201,421693
3458,Adidas,Tencel,2020,3475,14,7690,1173,195,545564
3459,Urban Outfitters,Microfiber,2022,3618,17,5297,771,313,517248
3460,Zara,Recycled Poly,2020,2830,25,5518,1007,259,447917
3461,Adidas,Polyester,2022,5626,15,7855,707,287,567928
3462,Urban Outfitters,Recycled Poly,2018,5541,16,6275,1432,192,546820
3463,Urban Outfitters,Linen,2021,2749,12,7599,1478,278,496674
3464,Adidas,Organic Cotton,2019,5738,25,7774,1099,200,420287
3465,Forever 21,Polyester,2018,5425,11,4599,774,162,457108
3466,Nike,Recycled Poly,2019,4218,18,6002,921,323,433586
3467,Nike,Wool,2021,5462,24,4384,1475,308,531986
3468,Zara,Wool,2022,5689,12,5540,1073,331,579885
3469,Urban Outfitters,Organic Cotton,2021,5098,23,5665,1003,160,579188
3470,Forever 21,Wool,2021,3721,15,5177,1497,218,424214
3471,Zara,Viscose,2020,3047,14,7834,988,185,596806
3472,Urban Outfitters,Wool,2020,3407,23,6556,905,327,467788
3473,Adidas,Nylon,2022,2422,17,4998,1338,330,423482
3474,Urban Outfitters,Polyester,2020,4130,24,6751,949,257,433125
3475,Zara,Organic Cotton,2021,2736,11,7718,1036,159,445213
3476,Zara,Nylon,2021,3040,22,4036,731,279,428571
3477,Adidas,Microfiber,2020,3511,17,7459,1179,236,576728
3478,Urban Outfitters,Tencel,2019,3607,19,5183,1219,278,474268
3479,Nike,Linen,2018,3331,12,5161,1284,253,543730
3480,Forever 21,Nylon,2020,4949,16,7974,1427,279,528309
3481,Urban Outfitters,Synthetic Blend,2019,3076,9,7590,912,173,549723
3482,Adidas,Wool,2021,5267,20,4599,1497,282,457221
3483,Nike,Microfiber,2022,4528,17,7515,1306,192,550563
3484,Adidas,Synthetic Blend,2018,2122,10,6822,1452,322,592445
3485,Adidas,Polyester,2022,5004,10,4353,1011,320,518825
3486,Zara,Organic Cotton,2018,1997,19,5146,913,186,549894
3487,Zara,Microfiber,2019,2267,15,4960,1027,257,591823
3488,Adidas,Microfiber,2022,3444,9,4366,759,164,429887
3489,Forever 21,Polyester,2022,3723,11,6265,1154,283,449873
3490,Zara,Synthetic Blend,2022,2167,14,6157,1359,209,508060
3491,Nike,Nylon,2020,3272,10,6546,1457,208,432941
3492,Nike,Cotton,2021,5217,22,4362,948,347,529440
3493,Urban Outfitters,Recycled Poly,2022,2002,25,7231,784,185,455941
3494,Urban Outfitters,Tencel,2018,4657,18,7194,1169,328,487222
3495,Urban Outfitters,Polyester,2020,3604,11,7392,790,159,511449
3496,Forever 21,Cotton,2019,1868,22,6036,907,304,537405
3497,Forever 21,Tencel,2020,2942,12,6284,1298,181,500851
3498,Adidas,Wool,2021,3706,24,5671,1451,241,589774
3499,Zara,Nylon,2021,5779,22,5961,1406,175,553454
3500,Urban Outfitters,Linen,2021,2826,25,6222,921,254,481915
3501,Urban Outfitters,Tencel,2022,4728,9,4359,1446,317,523943
3502,Adidas,Linen,2021,3208,14,4753,1135,260,534027
3503,Urban Outfitters,Tencel,2022,1891,15,5833,1359,251,442446
3504,Urban Outfitters,Organic Cotton,2019,3334,9,5899,998,298,573021
3505,Adidas,Organic Cotton,2022,2669,13,5324,1049,309,544943
3506,Urban Outfitters,Linen,2019,5353,19,7991,1317,276,519662
3507,Nike,Polyester,2022,3339,20,7930,1459,286,426458
3508,Nike,Polyester,2018,4183,12,7167,1151,177,521589
3509,Nike,Linen,2022,3343,11,7905,842,301,512400
3510,Urban Outfitters,Organic Cotton,2018,5415,11,6655,816,228,557778
3511,Urban Outfitters,Polyester,2018,4757,10,4017,1435,304,468138
3512,Nike,Synthetic Blend,2022,3282,25,7882,1157,293,548784
3513,Nike,Wool,2021,2207,16,6631,717,348,457039
3514,Forever 21,Cotton,2018,2811,12,6994,853,237,586099
3515,Zara,Nylon,2022,5006,10,6020,981,193,569846
3516,Zara,Microfiber,2022,4623,13,4742,865,208,469553
3517,Urban Outfitters,Viscose,2019,2775,9,5574,872,160,423575
3518,Urban Outfitters,Wool,2019,1962,13,7327,967,194,520897
3519,Urban Outfitters,Recycled Poly,2020,5496,20,4979,1180,338,586476
3520,Nike,Polyester,2020,5853,11,7304,1357,345,492637
3521,Nike,Microfiber,2022,4810,22,6778,1495,276,487033
3522,Zara,Microfiber,2022,5838,15,5482,1361,227,486362
3523,Nike,Cotton,2020,4505,11,5149,1089,317,532495
3524,Forever 21,Tencel,2021,4699,25,4813,1382,341,490167
3525,Forever 21,Cotton,2020,3673,20,6682,1260,259,585145
3526,Adidas,Microfiber,2021,3568,22,5604,1006,282,502100
3527,Adidas,Recycled Poly,2018,5574,24,5494,1237,270,421199
3528,Forever 21,Viscose,2020,3796,14,7166,1366,254,579929
3529,Forever 21,Cotton,2020,4263,16,7568,1446,260,576516
3530,Nike,Tencel,2018,4716,9,7125,1441,228,503657
3531,Zara,Organic Cotton,2018,3232,17,5642,1174,192,422147
3532,Zara,Linen,2019,4096,14,7759,1476,304,471419
3533,Forever 21,Polyester,2021,5460,16,7746,1456,275,457192
3534,Forever 21,Organic Cotton,2020,4629,9,4989,1275,157,436629
3535,Urban Outfitters,Recycled Poly,2020,4676,12,5451,739,323,454774
3536,Zara,Synthetic Blend,2020,1989,14,7929,1275,174,501697
3537,Adidas,Organic Cotton,2019,2330,13,7722,1175,302,489421
3538,Adidas,Cotton,2021,4508,15,4322,1438,335,446363
3539,Zara,Recycled Poly,2019,4688,9,5125,870,252,513839
3540,Adidas,Linen,2020,3020,22,7442,1391,247,468019
3541,Nike,Nylon,2018,4777,24,4915,1241,199,565229
3542,Nike,Organic Cotton,2020,4603,11,5063,1347,343,533086
3543,Zara,Viscose,2018,3701,19,4384,780,272,594473
3544,Nike,Organic Cotton,2020,4361,16,6820,1164,328,428192
3545,Urban Outfitters,Recycled Poly,2021,3327,12,5702,1166,201,484867
3546,Urban Outfitters,Synthetic Blend,2021,2582,13,7464,788,320,503220
3547,Urban Outfitters,Organic Cotton,2021,3166,22,5054,803,194,531231
3548,Zara,Tencel,2020,2770,25,7996,1370,263,522827
3549,Adidas,Polyester,2022,2285,22,6338,939,171,578205
3550,Urban Outfitters,Cotton,2018,3724,19,7890,775,261,549517
3551,Zara,Synthetic Blend,2020,2066,19,6953,1330,301,561519
3552,Adidas,Recycled Poly,2021,5410,16,6771,802,194,476443
3553,Nike,Cotton,2022,2115,18,6056,1052,173,592378
3554,Nike,Wool,2019,2268,13,5512,1322,212,525051
3555,Nike,Organic Cotton,2018,2985,14,7217,1439,210,448066
3556,Adidas,Synthetic Blend,2019,5661,20,7142,1079,263,519246
3557,Urban Outfitters,Recycled Poly,2022,2323,12,6942,1039,224,574788
3558,Zara,Synthetic Blend,2020,3389,11,6135,1424,201,589580
3559,Nike,Cotton,2021,4851,16,7749,786,159,599745
3560,Adidas,Wool,2022,5763,24,4486,1394,314,448102
3561,Nike,Polyester,2021,3004,12,7885,1389,269,578585
3562,Adidas,Microfiber,2020,2326,23,4875,865,280,449240
3563,Urban Outfitters,Recycled Poly,2022,2483,10,6994,1215,275,479922
3564,Forever 21,Recycled Poly,2019,2602,16,5626,1280,169,504479
3565,Urban Outfitters,Cotton,2021,5364,24,4466,1491,156,514105
3566,Adidas,Viscose,2022,5496,24,4004,1152,314,496550
3567,Nike,Viscose,2022,2463,20,7536,901,164,486662
3568,Nike,Organic Cotton,2018,1884,14,4024,834,348,589397
3569,Urban Outfitters,Tencel,2019,5849,10,7633,918,340,501180
3570,Nike,Polyester,2019,4390,25,5637,1163,344,523966
3571,Zara,Cotton,2018,4029,9,6476,1499,334,473927
3572,Nike,Microfiber,2021,4650,18,6561,770,287,458324
3573,Adidas,Microfiber,2022,5936,12,4182,777,212,564037
3574,Adidas,Linen,2019,2387,10,7569,1468,230,446248
3575,Adidas,Cotton,2020,4874,10,4411,1258,229,461859
3576,Adidas,Polyester,2018,3725,14,5481,941,194,428264
3577,Forever 21,Cotton,2018,4968,25,4497,1441,349,587031
3578,Urban Outfitters,Cotton,2021,1874,16,6201,1278,323,594998
3579,Zara,Wool,2021,3811,21,6458,712,269,553767
3580,Forever 21,Synthetic Blend,2021,5309,24,4754,747,160,426064
3581,Nike,Recycled Poly,2018,3905,12,7197,751,271,422316
3582,Urban Outfitters,Nylon,2021,3777,17,6296,1073,157,591497
3583,Forever 21,Viscose,2020,2653,14,4887,1169,151,558696
3584,Nike,Nylon,2018,2459,17,7270,1358,227,514845
3585,Nike,Organic Cotton,2021,5671,13,6526,1104,238,508717
3586,Urban Outfitters,Nylon,2022,3324,23,5752,1210,170,481951
3587,Urban Outfitters,Linen,2018,5904,25,5700,1468,186,531583
3588,Adidas,Viscose,2020,5083,12,4550,1459,252,520055
3589,Urban Outfitters,Tencel,2019,2006,20,5488,1206,203,540262
3590,Zara,Cotton,2022,5714,18,7371,747,192,456645
3591,Adidas,Wool,2020,4919,11,5236,1004,250,519945
3592,Adidas,Linen,2021,3477,15,4003,1003,324,448953
3593,Zara,Linen,2021,2592,18,4713,1341,321,446808
3594,Nike,Recycled Poly,2020,5989,16,4461,1315,251,559425
3595,Urban Outfitters,Cotton,2021,3945,24,4111,956,249,502101
3596,Urban Outfitters,Tencel,2022,4974,25,7696,1194,155,476741
3597,Urban Outfitters,Tencel,2022,3695,9,4115,984,288,477642
3598,Urban Outfitters,Wool,2022,3666,21,6985,932,326,440645
3599,Nike,Viscose,2019,2987,12,6708,1359,192,546498
3600,Zara,Microfiber,2020,3627,17,4263,744,217,433075
3601,Urban Outfitters,Wool,2019,2571,11,6225,1162,193,453628
3602,Forever 21,Recycled Poly,2020,5730,12,6124,897,155,442938
3603,Forever 21,Nylon,2021,5080,10,7473,1191,235,597509
3604,Urban Outfitters,Tencel,2022,3864,24,7663,991,298,581035
3605,Urban Outfitters,Viscose,2022,2265,19,4660,838,177,548537
3606,Zara,Nylon,2020,5152,19,5710,1064,282,444882
3607,Forever 21,Viscose,2022,2635,9,5772,778,276,475380
3608,Nike,Microfiber,2019,2575,22,4819,796,193,576336
3609,Urban Outfitters,Organic Cotton,2020,5475,14,7050,1471,256,447094
3610,Urban Outfitters,Viscose,2020,5162,15,5998,1274,279,438620
3611,Zara,Viscose,2019,2238,21,6172,870,328,432415
3612,Zara,Cotton,2018,5892,11,5744,1205,239,469420
3613,Adidas,Nylon,2021,3617,15,5726,823,211,440154
3614,Urban Outfitters,Viscose,2022,4498,17,6369,737,343,431903
3615,Nike,Viscose,2018,3787,24,6754,867,303,513652
3616,Nike,Organic Cotton,2022,4527,25,4921,1049,327,530388
3617,Adidas,Wool,2022,2813,13,5973,985,337,477102
3618,Forever 21,Wool,2019,2991,19,7183,1050,177,534804
3619,Nike,Nylon,2022,3309,19,6284,768,311,486600
3620,Urban Outfitters,Microfiber,2019,2670,14,6894,892,253,429783
3621,Zara,Tencel,2021,3710,17,5466,964,175,474502
3622,Forever 21,Synthetic Blend,2020,3714,12,5285,1098,205,433820
3623,Forever 21,Cotton,2018,5652,21,6135,1377,338,508519
3624,Forever 21,Polyester,2022,5311,18,5484,1293,287,541848
3625,Adidas,Wool,2020,2063,14,6877,810,267,546734
3626,Adidas,Organic Cotton,2018,5228,21,6081,765,167,474052
3627,Adidas,Viscose,2021,3373,22,5854,729,272,455673
3628,Zara,Linen,2019,4206,9,6893,884,228,454761
3629,Adidas,Wool,2019,4014,12,6819,1331,284,480170
3630,Zara,Microfiber,2019,3314,16,5777,1020,228,423779
3631,Zara,Tencel,2018,4339,18,5099,872,225,564899
3632,Nike,Recycled Poly,2018,3088,17,5002,1472,244,421919
3633,Forever 21,Synthetic Blend,2021,5169,20,6873,793,180,595192
3634,Forever 21,Microfiber,2018,4555,22,5122,708,306,570983
3635,Nike,Nylon,2020,5854,20,4788,1335,288,582540
3636,Zara,Cotton,2021,2118,19,5274,1351,184,498664
3637,Nike,Nylon,2022,2257,25,7724,883,248,439947
3638,Zara,Polyester,2019,4407,21,5308,1331,218,467510
3639,Forever 21,Viscose,2019,2088,14,4990,1191,247,520035
3640,Urban Outfitters,Viscose,2021,3219,14,6334,1055,209,480742
3641,Forever 21,Microfiber,2018,3848,11,7419,766,310,562020
3642,Adidas,Viscose,2018,3688,18,4519,987,317,585393
3643,Adidas,Synthetic Blend,2018,4901,22,6758,881,281,469236
3644,Nike,Microfiber,2019,3451,18,6762,1229,287,578468
3645,Adidas,Cotton,2020,3509,24,5519,804,338,558100
3646,Urban Outfitters,Microfiber,2022,3884,10,6079,1145,348,514888
3647,Nike,Recycled Poly,2020,3840,14,5571,1335,184,565354
3648,Nike,Organic Cotton,2018,5484,17,4836,1048,155,571419
3649,Nike,Recycled Poly,2022,4857,17,7600,1191,311,422164
3650,Adidas,Viscose,2021,5256,18,5338,914,232,577532
3651,Zara,Linen,2021,4488,10,5059,1168,181,564034
3652,Forever 21,Cotton,2018,2108,19,5122,839,290,553341
3653,Urban Outfitters,Cotton,2020,4133,21,6731,1086,282,533675
3654,Urban Outfitters,Linen,2022,3915,23,4067,1118,329,447916
3655,Urban Outfitters,Wool,2018,5349,10,4348,967,309,535425
3656,Zara,Nylon,2018,3560,25,5067,1433,264,446903
3657,Nike,Microfiber,2021,4736,22,5770,1445,233,420013
3658,Nike,Nylon,2022,5938,22,7865,720,325,445145
3659,Urban Outfitters,Linen,2020,3936,14,4837,990,327,474391
3660,Nike,Viscose,2021,4484,9,7616,984,232,424361
3661,Nike,Microfiber,2021,3678,24,5405,1018,161,455576
3662,Nike,Recycled Poly,2022,5360,11,5931,1419,287,574095
3663,Adidas,Organic Cotton,2021,2818,18,7927,734,183,506622
3664,Zara,Wool,2019,4451,24,5752,1462,194,518668
3665,Nike,Tencel,2018,5169,16,6118,1362,223,570200
3666,Adidas,Microfiber,2022,2224,21,4802,1030,281,511958
3667,Adidas,Polyester,2018,1978,11,7482,1482,186,535153
3668,Forever 21,Viscose,2021,4531,11,7960,1325,316,474629
3669,Zara,Synthetic Blend,2022,4821,13,7713,1425,275,540498
3670,Nike,Tencel,2021,5689,10,7651,921,249,505864
3671,Urban Outfitters,Recycled Poly,2018,3391,22,4883,959,227,598258
3672,Nike,Cotton,2022,3914,21,6083,1499,303,518964
3673,Adidas,Cotton,2018,2389,13,4803,927,244,535276
3674,Urban Outfitters,Nylon,2021,2191,23,7615,925,181,537047
3675,Nike,Synthetic Blend,2020,5576,23,7629,1138,194,597000
3676,Urban Outfitters,Recycled Poly,2021,3807,21,5820,1251,230,430784
3677,Forever 21,Viscose,2022,5800,24,5085,1207,347,518129
3678,Forever 21,Synthetic Blend,2020,3761,18,7437,1214,332,507630
3679,Adidas,Viscose,2020,3358,23,7071,1170,214,427208
3680,Adidas,Linen,2021,5615,22,6283,1186,222,426559
3681,Nike,Recycled Poly,2018,5732,22,5913,1063,170,500773
3682,Forever 21,Linen,2020,3436,18,4361,777,231,543518
3683,Adidas,Wool,2019,2286,10,7230,733,314,432192
3684,Forever 21,Synthetic Blend,2018,5150,20,5631,1065,335,552707
3685,Adidas,Cotton,2020,3957,19,5000,1237,235,591624
3686,Urban Outfitters,Organic Cotton,2019,4601,14,7742,905,323,454113
3687,Urban Outfitters,Microfiber,2018,1910,10,5065,1177,157,569584
3688,Zara,Nylon,2018,3811,18,6395,1471,320,514810
3689,Urban Outfitters,Nylon,2018,5911,21,7414,1021,170,442744
3690,Forever 21,Nylon,2020,5915,15,7067,1158,220,525327
3691,Urban Outfitters,Nylon,2020,4310,24,5837,1135,173,553883
3692,Urban Outfitters,Tencel,2021,1800,17,6951,1172,337,572974
3693,Urban Outfitters,Microfiber,2021,3006,9,7032,1081,332,454908
3694,Nike,Microfiber,2020,4871,9,6157,1357,308,437773
3695,Nike,Recycled Poly,2019,3696,9,6990,884,297,468741
3696,Urban Outfitters,Microfiber,2020,1942,19,5139,1192,324,483430
3697,Forever 21,Tencel,2021,3231,13,4274,959,164,512944
3698,Zara,Cotton,2018,4982,21,4132,1015,274,500616
3699,Urban Outfitters,Cotton,2019,2539,17,5858,1450,339,551161
3700,Nike,Recycled Poly,2020,5529,18,7541,1009,182,420698
3701,Adidas,Organic Cotton,2022,3950,18,4422,717,341,596212
3702,Adidas,Cotton,2022,5739,16,7433,1065,171,560842
3703,Urban Outfitters,Microfiber,2020,5870,24,5238,797,202,443638
3704,Adidas,Organic Cotton,2018,5940,15,4035,844,240,554772
3705,Nike,Cotton,2020,5227,19,6189,780,239,475060
3706,Forever 21,Tencel,2022,4787,14,6841,821,275,564278
3707,Forever 21,Organic Cotton,2020,2274,25,5243,1422,323,439916
3708,Adidas,Tencel,2021,4505,20,7308,1231,178,518773
3709,Urban Outfitters,Organic Cotton,2022,3256,15,6203,910,174,574034
3710,Adidas,Synthetic Blend,2022,2551,10,6999,756,200,559688
3711,Zara,Synthetic Blend,2021,3348,17,4520,1420,305,465363
3712,Nike,Recycled Poly,2018,4830,23,7049,947,345,433637
3713,Forever 21,Nylon,2019,2318,25,5287,858,270,470644
3714,Nike,Nylon,2018,4222,21,4360,901,213,441980
3715,Nike,Wool,2020,4769,15,7477,755,166,504076
3716,Adidas,Polyester,2019,2282,18,5215,710,265,535592
3717,Forever 21,Nylon,2018,2188,22,5476,1328,290,499450
3718,Nike,Organic Cotton,2021,5132,22,4972,1467,228,505337
3719,Nike,Nylon,2022,3305,12,4579,1116,307,576749
3720,Nike,Organic Cotton,2019,2251,22,5256,1400,171,582037
3721,Zara,Polyester,2021,2657,21,6624,1089,326,581443
3722,Zara,Polyester,2018,2884,14,6720,956,184,452374
3723,Urban Outfitters,Tencel,2019,5219,25,7789,828,188,441946
3724,Urban Outfitters,Organic Cotton,2021,3196,21,7422,1333,295,519997
3725,Adidas,Polyester,2022,3385,17,6033,1286,331,442636
3726,Zara,Polyester,2020,3687,13,6711,1349,312,586081
3727,Nike,Linen,2019,2886,23,4201,1420,201,461392
3728,Adidas,Polyester,2018,5595,17,6289,1047,307,549327
3729,Adidas,Synthetic Blend,2019,5593,12,4592,1324,239,443166
3730,Nike,Organic Cotton,2019,2166,19,6772,1224,314,426047
3731,Adidas,Wool,2022,5072,9,7301,1089,161,495506
3732,Forever 21,Polyester,2019,3290,17,4052,1128,350,514008
3733,Nike,Linen,2020,5495,21,6836,1321,237,430920
3734,Forever 21,Polyester,2020,2483,25,7981,1446,299,552398
3735,Nike,Microfiber,2021,3926,15,4144,796,249,506305
3736,Nike,Microfiber,2019,3606,25,6289,1203,285,553341
3737,Forever 21,Linen,2021,4647,22,6855,1328,309,482299
3738,Zara,Cotton,2021,2229,22,6650,831,185,575078
3739,Zara,Nylon,2018,3385,21,4037,986,273,574434
3740,Nike,Wool,2021,2452,9,4877,1221,154,474346
3741,Nike,Nylon,2020,4443,16,6294,872,333,569300
3742,Nike,Synthetic Blend,2018,2799,17,5882,1276,337,432525
3743,Nike,Cotton,2020,5408,13,6297,945,300,513954
3744,Zara,Microfiber,2021,3561,10,7359,1277,234,477950
3745,Adidas,Wool,2021,5842,9,7308,1269,215,553833
3746,Forever 21,Microfiber,2022,5190,19,5556,1405,319,459124
3747,Forever 21,Recycled Poly,2020,3320,14,6152,868,333,560645
3748,Zara,Nylon,2022,3588,13,5005,1082,203,430940
3749,Urban Outfitters,Tencel,2022,4608,22,6192,1444,226,598653
3750,Urban Outfitters,Linen,2021,5856,25,4075,1325,252,493018
3751,Nike,Tencel,2019,5729,17,7006,987,297,505315
3752,Forever 21,Linen,2020,3000,11,4946,1065,312,472603
3753,Zara,Linen,2020,4623,19,6456,1343,190,551844
3754,Forever 21,Linen,2020,5546,17,4356,1402,166,586753
3755,Nike,Tencel,2021,3081,22,5817,1030,344,451536
3756,Zara,Viscose,2022,5838,22,5053,1042,207,490312
3757,Forever 21,Microfiber,2020,4407,11,7143,1066,349,588119
3758,Urban Outfitters,Synthetic Blend,2018,5103,23,6168,1313,259,482280
3759,Zara,Polyester,2022,3492,20,7016,1216,197,435997
3760,Zara,Microfiber,2019,2108,11,7107,1454,233,570891
3761,Urban Outfitters,Wool,2019,3213,17,4592,829,284,493600
3762,Forever 21,Cotton,2020,3171,24,5562,1120,291,432797
3763,Forever 21,Wool,2022,3881,22,6682,1410,162,441708
3764,Forever 21,Polyester,2020,1866,15,4805,1007,291,421312
3765,Zara,Organic Cotton,2019,5393,16,5534,1239,252,524921
3766,Urban Outfitters,Nylon,2020,4473,17,5116,1126,154,510452
3767,Adidas,Viscose,2019,5019,10,6519,1147,274,490077
3768,Urban Outfitters,Wool,2019,5861,13,4196,1344,235,474056
3769,Urban Outfitters,Synthetic Blend,2022,2315,12,6454,1407,189,559123
3770,Nike,Microfiber,2021,3057,25,5492,1455,160,464751
3771,Zara,Organic Cotton,2020,3581,16,7526,720,322,550318
3772,Urban Outfitters,Organic Cotton,2020,2936,11,7744,862,248,467813
3773,Urban Outfitters,Synthetic Blend,2019,4837,21,5956,1356,281,489991
3774,Nike,Microfiber,2018,5452,9,7404,1192,237,441544
3775,Forever 21,Viscose,2018,5935,11,5868,1194,245,517078
3776,Zara,Recycled Poly,2022,4071,18,4393,1014,304,463309
3777,Nike,Cotton,2018,5318,17,6539,1254,195,556318
3778,Adidas,Tencel,2020,5698,17,5802,1155,261,511882
3779,Urban Outfitters,Organic Cotton,2022,2100,24,4076,1070,233,499427
3780,Forever 21,Synthetic Blend,2019,4306,16,7136,1142,287,543404
3781,Urban Outfitters,Nylon,2020,5163,14,7894,844,335,420700
3782,Forever 21,Synthetic Blend,2022,2240,24,5658,1410,211,498239
3783,Zara,Organic Cotton,2019,4748,23,5911,827,163,594061
3784,Zara,Nylon,2018,4528,17,5893,1165,208,495428
3785,Forever 21,Synthetic Blend,2019,2387,17,6843,1249,273,454994
3786,Adidas,Organic Cotton,2020,5636,25,5379,1110,215,447226
3787,Adidas,Organic Cotton,2020,5796,18,4390,1102,286,506192
3788,Nike,Linen,2019,4372,13,4973,848,287,516133
3789,Nike,Organic Cotton,2022,1944,20,5990,1464,303,499013
3790,Urban Outfitters,Organic Cotton,2022,2600,22,5648,745,189,559173
3791,Nike,Wool,2018,3384,22,4686,944,204,591757
3792,Nike,Linen,2018,4262,9,5904,804,214,524974
3793,Forever 21,Linen,2018,3884,24,6742,1304,275,484371
3794,Nike,Nylon,2022,4661,19,6342,1048,160,555843
3795,Adidas,Linen,2020,4854,21,4151,825,268,426658
3796,Adidas,Viscose,2021,2625,9,4318,1171,239,581421
3797,Zara,Wool,2018,2659,23,7070,736,248,540589
3798,Forever 21,Wool,2020,2073,24,6224,1142,329,576600
3799,Adidas,Tencel,2020,4370,12,5629,1420,189,448794
3800,Nike,Viscose,2019,5275,23,5645,1393,213,512521
3801,Adidas,Microfiber,2021,3767,20,7601,1389,241,558199
3802,Forever 21,Microfiber,2018,5806,10,5861,831,184,559979
3803,Forever 21,Cotton,2020,2499,15,4944,1053,177,470816
3804,Forever 21,Polyester,2018,4029,15,4193,1318,269,501235
3805,Adidas,Linen,2020,3657,22,5659,1388,207,502221
3806,Urban Outfitters,Viscose,2021,5417,11,7894,1411,218,556356
3807,Zara,Cotton,2018,2222,23,6758,1438,208,515474
